"","FileFormat","FileSize","DatasetType","SurveyNum","SurveyId","FileType","FileDateLastModified","SurveyType","SurveyYearLabel","SurveyYear","DHS_CountryCode","FileName","CountryName"
"2088","Hierarchical ASCII data (.dat)",38282,"Survey Datasets",66,"CF1994DHS","Height and Weight Scores - WHO Child Growth Standards","April, 21 2010 14:04:28","DHS","1994-95","1994","CF","CFHW31.ZIP","Central African Republic"
"2089","Stata dataset (.dta)",36475,"Survey Datasets",66,"CF1994DHS","Height and Weight Scores - WHO Child Growth Standards","May, 04 2009 11:02:23","DHS","1994-95","1994","CF","CFHW31DT.ZIP","Central African Republic"
"2090","Flat ASCII data (.dat)",40129,"Survey Datasets",66,"CF1994DHS","Height and Weight Scores - WHO Child Growth Standards","May, 04 2009 11:02:23","DHS","1994-95","1994","CF","CFHW31FL.ZIP","Central African Republic"
"2091","SAS dataset (.sas7bdat) ",41057,"Survey Datasets",66,"CF1994DHS","Height and Weight Scores - WHO Child Growth Standards","September, 01 2016 11:59:05","DHS","1994-95","1994","CF","CFHW31SD.ZIP","Central African Republic"
"2092","SPSS dataset (.sav)",39437,"Survey Datasets",66,"CF1994DHS","Height and Weight Scores - WHO Child Growth Standards","May, 04 2009 11:02:23","DHS","1994-95","1994","CF","CFHW31SV.ZIP","Central African Republic"
"2093","Hierarchical ASCII data (.dat)",4007061,"Survey Datasets",66,"CF1994DHS","Individual Recode","July, 31 2007 13:12:16","DHS","1994-95","1994","CF","CFIR31.ZIP","Central African Republic"
"2094","Stata dataset (.dta)",3483970,"Survey Datasets",66,"CF1994DHS","Individual Recode","July, 17 2006 10:54:54","DHS","1994-95","1994","CF","CFIR31DT.ZIP","Central African Republic"
"2095","Flat ASCII data (.dat)",3639642,"Survey Datasets",66,"CF1994DHS","Individual Recode","December, 10 2004 11:59:58","DHS","1994-95","1994","CF","CFIR31FL.ZIP","Central African Republic"
"2096","SAS dataset (.sas7bdat) ",5116282,"Survey Datasets",66,"CF1994DHS","Individual Recode","September, 01 2016 11:59:06","DHS","1994-95","1994","CF","CFIR31SD.ZIP","Central African Republic"
"2097","SPSS dataset (.sav)",3655101,"Survey Datasets",66,"CF1994DHS","Individual Recode","January, 18 2001 17:42:36","DHS","1994-95","1994","CF","CFIR31SV.ZIP","Central African Republic"
"2098","Stata dataset (.dta)",1631698,"Survey Datasets",66,"CF1994DHS","Children's Recode","September, 20 2006 19:42:20","DHS","1994-95","1994","CF","CFKR31DT.ZIP","Central African Republic"
"2099","Flat ASCII data (.dat)",992085,"Survey Datasets",66,"CF1994DHS","Children's Recode","August, 21 2006 10:38:59","DHS","1994-95","1994","CF","CFKR31FL.ZIP","Central African Republic"
"2100","SAS dataset (.sas7bdat) ",1301831,"Survey Datasets",66,"CF1994DHS","Children's Recode","September, 01 2016 11:59:07","DHS","1994-95","1994","CF","CFKR31SD.ZIP","Central African Republic"
"2101","SPSS dataset (.sav)",1077927,"Survey Datasets",66,"CF1994DHS","Children's Recode","August, 21 2006 10:38:59","DHS","1994-95","1994","CF","CFKR31SV.ZIP","Central African Republic"
"2102","Hierarchical ASCII data (.dat)",514099,"Survey Datasets",66,"CF1994DHS","Men's Recode","August, 02 2006 14:51:15","DHS","1994-95","1994","CF","CFMR31.ZIP","Central African Republic"
"2103","Stata dataset (.dta)",432492,"Survey Datasets",66,"CF1994DHS","Men's Recode","July, 17 2006 10:54:56","DHS","1994-95","1994","CF","CFMR31DT.ZIP","Central African Republic"
"2104","Flat ASCII data (.dat)",482484,"Survey Datasets",66,"CF1994DHS","Men's Recode","August, 16 2006 14:02:16","DHS","1994-95","1994","CF","CFMR31FL.ZIP","Central African Republic"
"2105","SAS dataset (.sas7bdat) ",562949,"Survey Datasets",66,"CF1994DHS","Men's Recode","September, 01 2016 11:59:07","DHS","1994-95","1994","CF","CFMR31SD.ZIP","Central African Republic"
"2106","SPSS dataset (.sav)",475233,"Survey Datasets",66,"CF1994DHS","Men's Recode","January, 18 2001 17:43:22","DHS","1994-95","1994","CF","CFMR31SV.ZIP","Central African Republic"
"2107","Stata dataset (.dta)",375826,"Survey Datasets",66,"CF1994DHS","Household Member Recode","July, 17 2006 10:54:58","DHS","1994-95","1994","CF","CFPR31DT.ZIP","Central African Republic"
"2108","Flat ASCII data (.dat)",417436,"Survey Datasets",66,"CF1994DHS","Household Member Recode","August, 07 2003 12:22:58","DHS","1994-95","1994","CF","CFPR31FL.ZIP","Central African Republic"
"2109","SAS dataset (.sas7bdat) ",500451,"Survey Datasets",66,"CF1994DHS","Household Member Recode","September, 01 2016 11:59:08","DHS","1994-95","1994","CF","CFPR31SD.ZIP","Central African Republic"
"2110","SPSS dataset (.sav)",612960,"Survey Datasets",66,"CF1994DHS","Household Member Recode","August, 07 2003 11:22:46","DHS","1994-95","1994","CF","CFPR31SV.ZIP","Central African Republic"
"2111","Hierarchical ASCII data (.dat)",23598,"Survey Datasets",66,"CF1994DHS","Service Availability Raw","August, 01 2006 14:52:22","DHS","1994-95","1994","CF","CFSQ33.ZIP","Central African Republic"
"2112","Stata dataset (.dta)",19248,"Survey Datasets",66,"CF1994DHS","Service Availability Raw","August, 21 2006 10:38:59","DHS","1994-95","1994","CF","CFSQ33DT.ZIP","Central African Republic"
"2113","Flat ASCII data (.dat)",30162,"Survey Datasets",66,"CF1994DHS","Service Availability Raw","August, 16 2006 20:29:44","DHS","1994-95","1994","CF","CFSQ33FL.ZIP","Central African Republic"
"2114","SAS dataset (.sas7bdat) ",29793,"Survey Datasets",66,"CF1994DHS","Service Availability Raw","September, 01 2016 11:59:08","DHS","1994-95","1994","CF","CFSQ33SD.ZIP","Central African Republic"
"2115","SPSS dataset (.sav)",20384,"Survey Datasets",66,"CF1994DHS","Service Availability Raw","August, 21 2006 10:38:59","DHS","1994-95","1994","CF","CFSQ33SV.ZIP","Central African Republic"
"2116","Hierarchical ASCII data (.dat)",31022,"Survey Datasets",66,"CF1994DHS","Wealth Index","November, 16 2006 10:42:28","DHS","1994-95","1994","CF","cfwi31.zip","Central African Republic"
"2117","Stata dataset (.dta)",27104,"Survey Datasets",66,"CF1994DHS","Wealth Index","November, 16 2006 10:39:02","DHS","1994-95","1994","CF","CFWI31DT.ZIP","Central African Republic"
"2118","Flat ASCII data (.dat)",32351,"Survey Datasets",66,"CF1994DHS","Wealth Index","November, 16 2006 10:39:00","DHS","1994-95","1994","CF","CFWI31FL.ZIP","Central African Republic"
"2119","SAS dataset (.sas7bdat) ",35491,"Survey Datasets",66,"CF1994DHS","Wealth Index","September, 01 2016 11:59:08","DHS","1994-95","1994","CF","CFWI31SD.ZIP","Central African Republic"
"2120","SPSS dataset (.sav)",41614,"Survey Datasets",66,"CF1994DHS","Wealth Index","November, 16 2006 10:39:00","DHS","1994-95","1994","CF","CFWI31SV.ZIP","Central African Republic"
"2121","SPSS dataset (.sav)",428643,"Survey Datasets",66,"CF1994DHS","Household Recode","January, 18 2001 17:39:48","DHS","1994-95","1994","CF","CFHR31SV.ZIP","Central African Republic"
"2122","Stata dataset (.dta)",2275508,"Survey Datasets",66,"CF1994DHS","Births Recode","May, 16 2007 09:21:58","DHS","1994-95","1994","CF","CFBR31dt.zip","Central African Republic"
"2123","Stata dataset (.dta)",366369,"Survey Datasets",66,"CF1994DHS","Household Recode","July, 17 2006 10:54:40","DHS","1994-95","1994","CF","CFHR31DT.ZIP","Central African Republic"
"2124","Flat ASCII data (.dat)",437451,"Survey Datasets",66,"CF1994DHS","Household Recode","December, 07 2004 09:34:38","DHS","1994-95","1994","CF","CFHR31FL.ZIP","Central African Republic"
"2125","SAS dataset (.sas7bdat) ",517152,"Survey Datasets",66,"CF1994DHS","Household Recode","September, 01 2016 11:59:05","DHS","1994-95","1994","CF","CFHR31SD.ZIP","Central African Republic"
"2126","Flat ASCII data (.dat)",2516934,"Survey Datasets",66,"CF1994DHS","Births Recode","May, 16 2007 09:22:04","DHS","1994-95","1994","CF","CFBR31FL.zip","Central African Republic"
"2127","SAS dataset (.sas7bdat) ",3405179,"Survey Datasets",66,"CF1994DHS","Births Recode","September, 01 2016 11:59:04","DHS","1994-95","1994","CF","CFBR31sd.zip","Central African Republic"
"2128","SPSS dataset (.sav)",3398396,"Survey Datasets",66,"CF1994DHS","Births Recode","May, 16 2007 09:21:56","DHS","1994-95","1994","CF","CFBR31sv.zip","Central African Republic"
"2129","Stata dataset (.dta)",943366,"Survey Datasets",66,"CF1994DHS","Couples' Recode","July, 17 2006 10:54:38","DHS","1994-95","1994","CF","CFCR31DT.ZIP","Central African Republic"
"2130","Flat ASCII data (.dat)",1072981,"Survey Datasets",66,"CF1994DHS","Couples' Recode","December, 10 2004 11:45:35","DHS","1994-95","1994","CF","CFCR31FL.ZIP","Central African Republic"
"2131","SAS dataset (.sas7bdat) ",1211203,"Survey Datasets",66,"CF1994DHS","Couples' Recode","September, 01 2016 11:59:04","DHS","1994-95","1994","CF","CFCR31SD.ZIP","Central African Republic"
"2132","SPSS dataset (.sav)",1016328,"Survey Datasets",66,"CF1994DHS","Couples' Recode","January, 17 2001 23:31:08","DHS","1994-95","1994","CF","CFCR31SV.ZIP","Central African Republic"
"2133","Stata dataset (.dta)",3197473,"Survey Datasets",83,"TD1997DHS","Births Recode","May, 23 2007 10:58:52","DHS","1996-97","1997","TD","TDBR31dt.zip","Chad"
"2134","Flat ASCII data (.dat)",3515521,"Survey Datasets",83,"TD1997DHS","Births Recode","May, 23 2007 10:58:58","DHS","1996-97","1997","TD","TDBR31FL.zip","Chad"
"2135","SAS dataset (.sas7bdat) ",4562731,"Survey Datasets",83,"TD1997DHS","Births Recode","September, 01 2016 11:59:09","DHS","1996-97","1997","TD","TDBR31sd.zip","Chad"
"2136","SPSS dataset (.sav)",4495201,"Survey Datasets",83,"TD1997DHS","Births Recode","May, 23 2007 10:58:50","DHS","1996-97","1997","TD","TDBR31sv.zip","Chad"
"2137","Stata dataset (.dta)",1087954,"Survey Datasets",83,"TD1997DHS","Couples' Recode","July, 17 2006 11:00:46","DHS","1996-97","1997","TD","TDCR31DT.ZIP","Chad"
"2138","Flat ASCII data (.dat)",1225364,"Survey Datasets",83,"TD1997DHS","Couples' Recode","June, 22 1999 23:07:06","DHS","1996-97","1997","TD","TDCR31FL.ZIP","Chad"
"2139","SAS dataset (.sas7bdat) ",1372773,"Survey Datasets",83,"TD1997DHS","Couples' Recode","September, 01 2016 11:59:15","DHS","1996-97","1997","TD","TDCR31SD.ZIP","Chad"
"2140","SPSS dataset (.sav)",1186869,"Survey Datasets",83,"TD1997DHS","Couples' Recode","January, 19 2001 00:04:04","DHS","1996-97","1997","TD","TDCR31SV.ZIP","Chad"
"2141","Stata dataset (.dta)",478528,"Survey Datasets",83,"TD1997DHS","Household Recode","July, 17 2006 11:00:50","DHS","1996-97","1997","TD","TDHR31DT.ZIP","Chad"
"2142","Flat ASCII data (.dat)",555894,"Survey Datasets",83,"TD1997DHS","Household Recode","June, 22 1999 23:06:56","DHS","1996-97","1997","TD","TDHR31FL.ZIP","Chad"
"2143","SAS dataset (.sas7bdat) ",718111,"Survey Datasets",83,"TD1997DHS","Household Recode","September, 01 2016 11:59:17","DHS","1996-97","1997","TD","TDHR31SD.ZIP","Chad"
"2144","SPSS dataset (.sav)",558980,"Survey Datasets",83,"TD1997DHS","Household Recode","January, 19 2001 00:04:40","DHS","1996-97","1997","TD","TDHR31SV.ZIP","Chad"
"2145","Hierarchical ASCII data (.dat)",80006,"Survey Datasets",83,"TD1997DHS","Height and Weight Scores - WHO Child Growth Standards","April, 21 2010 14:04:28","DHS","1996-97","1997","TD","TDHW31.ZIP","Chad"
"2146","Stata dataset (.dta)",74594,"Survey Datasets",83,"TD1997DHS","Height and Weight Scores - WHO Child Growth Standards","May, 04 2009 11:02:23","DHS","1996-97","1997","TD","TDHW31DT.ZIP","Chad"
"2147","Flat ASCII data (.dat)",81852,"Survey Datasets",83,"TD1997DHS","Height and Weight Scores - WHO Child Growth Standards","May, 04 2009 11:02:23","DHS","1996-97","1997","TD","TDHW31FL.ZIP","Chad"
"2148","SAS dataset (.sas7bdat) ",86897,"Survey Datasets",83,"TD1997DHS","Height and Weight Scores - WHO Child Growth Standards","September, 01 2016 11:59:21","DHS","1996-97","1997","TD","TDHW31SD.ZIP","Chad"
"2149","SPSS dataset (.sav)",84319,"Survey Datasets",83,"TD1997DHS","Height and Weight Scores - WHO Child Growth Standards","May, 04 2009 11:02:23","DHS","1996-97","1997","TD","TDHW31SV.ZIP","Chad"
"2150","Hierarchical ASCII data (.dat)",4497011,"Survey Datasets",83,"TD1997DHS","Individual Recode","July, 31 2007 13:12:17","DHS","1996-97","1997","TD","TDIR31.ZIP","Chad"
"2151","Stata dataset (.dta)",3497077,"Survey Datasets",83,"TD1997DHS","Individual Recode","July, 17 2006 11:01:26","DHS","1996-97","1997","TD","TDIR31DT.ZIP","Chad"
"2152","Flat ASCII data (.dat)",3703239,"Survey Datasets",83,"TD1997DHS","Individual Recode","November, 04 2004 11:23:01","DHS","1996-97","1997","TD","TDIR31FL.ZIP","Chad"
"2153","SAS dataset (.sas7bdat) ",5487367,"Survey Datasets",83,"TD1997DHS","Individual Recode","September, 01 2016 11:59:23","DHS","1996-97","1997","TD","TDIR31SD.ZIP","Chad"
"2154","SPSS dataset (.sav)",3900541,"Survey Datasets",83,"TD1997DHS","Individual Recode","November, 04 2004 09:59:34","DHS","1996-97","1997","TD","TDIR31SV.ZIP","Chad"
"2155","Stata dataset (.dta)",2639489,"Survey Datasets",83,"TD1997DHS","Children's Recode","July, 17 2006 11:01:56","DHS","1996-97","1997","TD","TDKR31DT.ZIP","Chad"
"2156","Flat ASCII data (.dat)",2844791,"Survey Datasets",83,"TD1997DHS","Children's Recode","June, 22 1999 23:07:02","DHS","1996-97","1997","TD","TDKR31FL.ZIP","Chad"
"2157","SAS dataset (.sas7bdat) ",3447281,"Survey Datasets",83,"TD1997DHS","Children's Recode","September, 01 2016 11:59:29","DHS","1996-97","1997","TD","TDKR31SD.ZIP","Chad"
"2158","SPSS dataset (.sav)",3136234,"Survey Datasets",83,"TD1997DHS","Children's Recode","January, 19 2001 00:08:52","DHS","1996-97","1997","TD","TDKR31SV.ZIP","Chad"
"2159","Hierarchical ASCII data (.dat)",585671,"Survey Datasets",83,"TD1997DHS","Men's Recode","August, 02 2006 15:18:26","DHS","1996-97","1997","TD","TDMR31.ZIP","Chad"
"2160","Stata dataset (.dta)",491836,"Survey Datasets",83,"TD1997DHS","Men's Recode","July, 17 2006 11:01:58","DHS","1996-97","1997","TD","TDMR31DT.ZIP","Chad"
"2161","Flat ASCII data (.dat)",542581,"Survey Datasets",83,"TD1997DHS","Men's Recode","August, 16 2006 14:02:16","DHS","1996-97","1997","TD","TDMR31FL.ZIP","Chad"
"2162","SAS dataset (.sas7bdat) ",637079,"Survey Datasets",83,"TD1997DHS","Men's Recode","September, 01 2016 11:59:32","DHS","1996-97","1997","TD","TDMR31SD.ZIP","Chad"
"2163","SPSS dataset (.sav)",546464,"Survey Datasets",83,"TD1997DHS","Men's Recode","November, 04 2004 10:05:38","DHS","1996-97","1997","TD","TDMR31SV.ZIP","Chad"
"2164","Stata dataset (.dta)",513942,"Survey Datasets",83,"TD1997DHS","Household Member Recode","July, 17 2006 11:02:00","DHS","1996-97","1997","TD","TDPR31DT.ZIP","Chad"
"2165","Flat ASCII data (.dat)",571905,"Survey Datasets",83,"TD1997DHS","Household Member Recode","August, 07 2003 14:55:26","DHS","1996-97","1997","TD","TDPR31FL.ZIP","Chad"
"2166","SAS dataset (.sas7bdat) ",723301,"Survey Datasets",83,"TD1997DHS","Household Member Recode","September, 01 2016 11:59:33","DHS","1996-97","1997","TD","TDPR31SD.ZIP","Chad"
"2167","SPSS dataset (.sav)",960797,"Survey Datasets",83,"TD1997DHS","Household Member Recode","August, 07 2003 13:55:16","DHS","1996-97","1997","TD","TDPR31SV.ZIP","Chad"
"2168","Hierarchical ASCII data (.dat)",32015,"Survey Datasets",83,"TD1997DHS","Service Availability Raw","August, 01 2006 14:52:31","DHS","1996-97","1997","TD","TDSQ32.ZIP","Chad"
"2169","Stata dataset (.dta)",29215,"Survey Datasets",83,"TD1997DHS","Service Availability Raw","September, 11 2006 10:34:31","DHS","1996-97","1997","TD","TDSQ32DT.ZIP","Chad"
"2170","Flat ASCII data (.dat)",42640,"Survey Datasets",83,"TD1997DHS","Service Availability Raw","September, 11 2006 10:37:54","DHS","1996-97","1997","TD","TDSQ32FL.ZIP","Chad"
"2171","SAS dataset (.sas7bdat) ",42973,"Survey Datasets",83,"TD1997DHS","Service Availability Raw","September, 01 2016 11:59:37","DHS","1996-97","1997","TD","TDSQ32SD.ZIP","Chad"
"2172","SPSS dataset (.sav)",29223,"Survey Datasets",83,"TD1997DHS","Service Availability Raw","September, 11 2006 10:35:32","DHS","1996-97","1997","TD","TDSQ32SV.ZIP","Chad"
"2173","Hierarchical ASCII data (.dat)",42397,"Survey Datasets",83,"TD1997DHS","Wealth Index","August, 02 2006 13:40:27","DHS","1996-97","1997","TD","TDWI31.ZIP","Chad"
"2174","Stata dataset (.dta)",38397,"Survey Datasets",83,"TD1997DHS","Wealth Index","April, 05 2007 12:38:38","DHS","1996-97","1997","TD","TDWI31DT.ZIP","Chad"
"2175","Flat ASCII data (.dat)",42269,"Survey Datasets",83,"TD1997DHS","Wealth Index","July, 12 2006 10:32:37","DHS","1996-97","1997","TD","TDWI31FL.ZIP","Chad"
"2176","SAS dataset (.sas7bdat) ",46625,"Survey Datasets",83,"TD1997DHS","Wealth Index","September, 01 2016 11:59:37","DHS","1996-97","1997","TD","TDWI31SD.ZIP","Chad"
"2177","SPSS dataset (.sav)",52683,"Survey Datasets",83,"TD1997DHS","Wealth Index","April, 05 2007 12:38:38","DHS","1996-97","1997","TD","TDWI31SV.ZIP","Chad"
"2178","Hierarchical ASCII data (.dat)",35021,"Survey Datasets",215,"TD2004DHS","Service Availability Raw","June, 17 2009 14:35:14","DHS","2004","2004","TD","TDSQ41.ZIP","Chad"
"2179","Stata dataset (.dta)",30199,"Survey Datasets",215,"TD2004DHS","Service Availability Raw","June, 17 2009 14:35:14","DHS","2004","2004","TD","TDSQ41DT.ZIP","Chad"
"2180","Flat ASCII data (.dat)",43920,"Survey Datasets",215,"TD2004DHS","Service Availability Raw","June, 17 2009 14:35:14","DHS","2004","2004","TD","TDSQ41FL.ZIP","Chad"
"2181","SAS dataset (.sas7bdat) ",41180,"Survey Datasets",215,"TD2004DHS","Service Availability Raw","September, 01 2016 11:59:37","DHS","2004","2004","TD","TDSQ41SD.ZIP","Chad"
"2182","SPSS dataset (.sav)",32717,"Survey Datasets",215,"TD2004DHS","Service Availability Raw","June, 17 2009 14:35:14","DHS","2004","2004","TD","TDSQ41SV.ZIP","Chad"
"2183","Stata dataset (.dta)",653138,"Survey Datasets",215,"TD2004DHS","Household Member Recode","June, 18 2009 09:22:29","DHS","2004","2004","TD","TDPR41dt.zip","Chad"
"2184","Flat ASCII data (.dat)",732287,"Survey Datasets",215,"TD2004DHS","Household Member Recode","June, 18 2009 09:23:00","DHS","2004","2004","TD","TDPR41FL.zip","Chad"
"2185","SAS dataset (.sas7bdat) ",946836,"Survey Datasets",215,"TD2004DHS","Household Member Recode","September, 01 2016 11:59:34","DHS","2004","2004","TD","TDPR41sd.zip","Chad"
"2186","SPSS dataset (.sav)",931204,"Survey Datasets",215,"TD2004DHS","Household Member Recode","June, 18 2009 09:22:29","DHS","2004","2004","TD","TDPR41sv.zip","Chad"
"2187","Hierarchical ASCII data (.dat)",901642,"Survey Datasets",215,"TD2004DHS","Men's Recode","June, 18 2009 09:23:00","DHS","2004","2004","TD","TDMR41.zip","Chad"
"2188","Stata dataset (.dta)",492565,"Survey Datasets",215,"TD2004DHS","Men's Recode","June, 18 2009 09:22:31","DHS","2004","2004","TD","TDMR41dt.zip","Chad"
"2189","Flat ASCII data (.dat)",641310,"Survey Datasets",215,"TD2004DHS","Men's Recode","June, 18 2009 09:23:01","DHS","2004","2004","TD","TDMR41FL.zip","Chad"
"2190","SAS dataset (.sas7bdat) ",660320,"Survey Datasets",215,"TD2004DHS","Men's Recode","September, 01 2016 11:59:32","DHS","2004","2004","TD","TDMR41sd.zip","Chad"
"2191","SPSS dataset (.sav)",563164,"Survey Datasets",215,"TD2004DHS","Men's Recode","June, 18 2009 09:22:31","DHS","2004","2004","TD","TDMR41sv.zip","Chad"
"2192","Stata dataset (.dta)",1595340,"Survey Datasets",215,"TD2004DHS","Children's Recode","June, 18 2009 09:22:16","DHS","2004","2004","TD","TDKR41dt.zip","Chad"
"2193","Flat ASCII data (.dat)",1834045,"Survey Datasets",215,"TD2004DHS","Children's Recode","June, 18 2009 09:22:52","DHS","2004","2004","TD","TDKR41FL.zip","Chad"
"2194","SAS dataset (.sas7bdat) ",2321737,"Survey Datasets",215,"TD2004DHS","Children's Recode","September, 01 2016 11:59:30","DHS","2004","2004","TD","TDKR41sd.zip","Chad"
"2195","SPSS dataset (.sav)",2112579,"Survey Datasets",215,"TD2004DHS","Children's Recode","June, 18 2009 09:22:16","DHS","2004","2004","TD","TDKR41sv.zip","Chad"
"2196","Hierarchical ASCII data (.dat)",4547301,"Survey Datasets",215,"TD2004DHS","Individual Recode","June, 18 2009 09:22:41","DHS","2004","2004","TD","TDIR41.zip","Chad"
"2197","Stata dataset (.dta)",3813645,"Survey Datasets",215,"TD2004DHS","Individual Recode","June, 18 2009 09:22:06","DHS","2004","2004","TD","TDIR41dt.zip","Chad"
"2198","Flat ASCII data (.dat)",4196404,"Survey Datasets",215,"TD2004DHS","Individual Recode","June, 18 2009 09:22:49","DHS","2004","2004","TD","TDIR41FL.zip","Chad"
"2199","SAS dataset (.sas7bdat) ",5486964,"Survey Datasets",215,"TD2004DHS","Individual Recode","September, 01 2016 11:59:25","DHS","2004","2004","TD","TDIR41sd.zip","Chad"
